locus_tag	ftype	length_bp	gene	EC_number	COG	product
KENBAJHJ_02844	CDS	522				propanediol utilization dehydratase, small subunit [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_02845	CDS	675				propanediol utilization dehydratase, medium subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02846	CDS	1665				propanediol utilization dehydratase, large subunit [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_02847	CDS	813				propanediol utilization protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02848	CDS	285				propanediol utilization protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02849	CDS	1107				propanediol utilization protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02850	CDS	912				propanediol utilization protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02851	CDS	1380				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02852	CDS	960				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02853	CDS	633				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02854	CDS	1140				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02855	CDS	606				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02856	CDS	579				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02857	CDS	774				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02858	CDS	1056				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02859	CDS	726				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02860	CDS	792				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02861	CDS	795				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02862	CDS	714				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02863	CDS	738				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02864	CDS	282				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02865	CDS	678				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02866	CDS	816				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02867	CDS	1521				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02868	CDS	546				cobinamide kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02869	CDS	744				cobalamin 5'-phosphate synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02870	CDS	1071				nicotinate-nucleotide dimethylbenzimidazole-P phosphoribosyl transferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02871	CDS	930				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02872	tRNA	76				tRNA-Asn(gtt)
KENBAJHJ_02873	CDS	1527				putative MATE family transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02874	tRNA	76				tRNA-Asn(gtt)
KENBAJHJ_02875	CDS	327				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02876	CDS	1455				AMP nucleosidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02877	CDS	174				hypothetical protein
KENBAJHJ_02878	CDS	1731				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02879	CDS	2169				putative TPR repeat protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02880	CDS	699				putative branched chain amino acid transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02881	CDS	474				putative endoprotease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02882	tRNA	76				tRNA-Asn(gtt)
KENBAJHJ_02883	tRNA	76				tRNA-Asn(gtt)
KENBAJHJ_02884	CDS	798				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02885	tRNA	90				tRNA-Ser(cga)
KENBAJHJ_02886	CDS	990				putative phage integrase protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02887	CDS	228				hypothetical protein
KENBAJHJ_02888	CDS	570				hypothetical protein
KENBAJHJ_02889	CDS	834				hypothetical protein
KENBAJHJ_02890	CDS	618				hypothetical protein
KENBAJHJ_02891	CDS	516				hypothetical protein
KENBAJHJ_02892	CDS	231				hypothetical protein
KENBAJHJ_02893	CDS	540				hypothetical protein
KENBAJHJ_02894	CDS	828				hypothetical protein
KENBAJHJ_02895	CDS	534				hypothetical protein
KENBAJHJ_02896	CDS	696				putative Fels-1 prophage transcriptional regulator [Salmonella phage Fels-1]
KENBAJHJ_02897	CDS	225				Fels-1 prophage protein [Salmonella phage Fels-1]
KENBAJHJ_02898	CDS	555				hypothetical protein
KENBAJHJ_02899	CDS	1158				hypothetical protein
KENBAJHJ_02900	CDS	225				hypothetical protein
KENBAJHJ_02901	CDS	819				hypothetical protein
KENBAJHJ_02902	CDS	483				hypothetical protein
KENBAJHJ_02903	CDS	894				hypothetical protein
KENBAJHJ_02904	CDS	390	rusA	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
KENBAJHJ_02905	CDS	861				hypothetical protein
KENBAJHJ_02906	CDS	990				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02907	CDS	624				hypothetical protein
KENBAJHJ_02908	CDS	258				hypothetical protein
KENBAJHJ_02909	CDS	339				Fels-1 prophage protein [Salmonella phage Fels-1]
KENBAJHJ_02910	CDS	615				putative Fels-1 prophage chitinase [Salmonella phage Fels-1]
KENBAJHJ_02911	CDS	486				Fels-1 prophage protein [Salmonella phage Fels-1]
KENBAJHJ_02912	CDS	420				hypothetical protein
KENBAJHJ_02913	CDS	303				hypothetical protein
KENBAJHJ_02914	CDS	351				hypothetical protein
KENBAJHJ_02915	CDS	495				hypothetical protein
KENBAJHJ_02916	CDS	1734				hypothetical protein
KENBAJHJ_02917	CDS	183				hypothetical protein
KENBAJHJ_02918	CDS	1242				hypothetical protein
KENBAJHJ_02919	CDS	651				hypothetical protein
KENBAJHJ_02920	CDS	1206				hypothetical protein
KENBAJHJ_02921	CDS	201				hypothetical protein
KENBAJHJ_02922	CDS	324				hypothetical protein
KENBAJHJ_02923	CDS	405				hypothetical protein
KENBAJHJ_02924	CDS	513				hypothetical protein
KENBAJHJ_02925	CDS	561				hypothetical protein
KENBAJHJ_02926	CDS	165				hypothetical protein
KENBAJHJ_02927	CDS	1497				hypothetical protein
KENBAJHJ_02928	CDS	357				hypothetical protein
KENBAJHJ_02929	CDS	327				hypothetical protein
KENBAJHJ_02930	CDS	1929				Fels-2 prophage protein [Salmonella virus Fels2]
KENBAJHJ_02931	CDS	1341				hypothetical protein
KENBAJHJ_02932	CDS	1059				hypothetical protein
KENBAJHJ_02933	CDS	534				hypothetical protein
KENBAJHJ_02934	CDS	414				hypothetical protein
KENBAJHJ_02935	CDS	525				hypothetical protein
KENBAJHJ_02936	CDS	522				hypothetical protein
KENBAJHJ_02937	CDS	588				hypothetical protein
KENBAJHJ_02938	CDS	1563				Fels-2 prophage protein [Salmonella virus Fels2]
KENBAJHJ_02939	CDS	570				Fels-2 prophage protein [Salmonella virus Fels2]
KENBAJHJ_02940	CDS	150				hypothetical protein
KENBAJHJ_02941	CDS	1008				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02942	CDS	420				error-prone repair: SOS-response transcriptional repressor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02943	CDS	915				error-prone repair protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02944	CDS	342				error-prone repair protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02945	CDS	213				putative cold-shock protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02946	CDS	1197				putative porin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02947	CDS	132				hypothetical protein
KENBAJHJ_02948	CDS	300				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02949	CDS	696				putative hydrolase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02950	CDS	1431				DNA cytosine methylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02951	CDS	471				DNA mismatch endonuclease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02952	CDS	921				putative permease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02953	CDS	912				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02954	CDS	186				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02955	CDS	1713				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02956	CDS	816				putative hydrolase of the HAD superfamily [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02957	CDS	228				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02958	CDS	195	dsrB			Protein DsrB
KENBAJHJ_02959	CDS	624				positive transcriptional regulator of capsular/exo- polysaccharide synthesis (LuxR/UhpA family) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02960	CDS	795				putative flagellar biosynthetic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02961	CDS	270				flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02962	CDS	738				flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02963	CDS	378				flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02964	CDS	414				flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02965	CDS	1005				flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02966	CDS	468				flagellar biosynthesis [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02967	CDS	1218				flagellar hook-length control protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02968	CDS	444				flagellar FliJ protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02969	CDS	1371				flagellum-specific ATP synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02970	CDS	708				flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02971	CDS	996				flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02972	CDS	1683				basal-body MS (membrane and supramembrane)-ring and collar protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02973	CDS	315				putative flagellar hook-basal body protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02974	CDS	387				putative 50S ribosomal protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02975	CDS	234				putative transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02976	CDS	1206				putative membrane component of transport system [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_02977	CDS	426				putative outer membrane lipoprotein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02978	CDS	1485				cytoplasmic alpha-amylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02979	CDS	369				putative export chaperone for FliD [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02980	CDS	408				repressor of class 3a and 3b operons (RflA activity) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02981	CDS	1404				filament capping protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02982	CDS	1488				flagellar biosynthesis; flagellin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02983	CDS	1206				N-methylation of lysine residues in flagellin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_02984	CDS	300				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02985	CDS	474				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02986	CDS	402				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02987	CDS	546				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02988	CDS	1932				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02989	CDS	204				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02990	CDS	1620				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02991	CDS	1497				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02992	CDS	348				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02993	CDS	1029				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02994	CDS	360				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02995	CDS	384				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02996	CDS	579				Gifsy-1 prophage [Phage Gifsy-1]
KENBAJHJ_02997	CDS	1131				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02998	CDS	402				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_02999	CDS	744				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03000	CDS	396				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03001	CDS	318				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03002	CDS	3096				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03003	CDS	330				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03004	CDS	699				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03005	CDS	738				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03006	CDS	507				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03007	CDS	3363				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03008	CDS	243				hypothetical protein
KENBAJHJ_03009	CDS	2373				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03010	CDS	825				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03011	CDS	579				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03012	CDS	186				putative integrase protein (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03013	CDS	474				Gifsy-1 prophage protein [Phage Gifsy-1]
KENBAJHJ_03014	CDS	174				hypothetical protein
KENBAJHJ_03015	CDS	1470				Gifsy-1 prophage leucine-rich repeat protein [Phage Gifsy-1]
KENBAJHJ_03016	CDS	1800				GTP-binding elongation factor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03017	CDS	975				leader peptidase (signal peptidase I), serine protease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03018	CDS	738				RNase III, ds RNA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03019	CDS	906				GTPase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03020	CDS	729				gap repair gene [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03021	CDS	732				carries out condensation and ring closure step after PdxA in pyridoxine biosynthesis [Salmonella enterica subsp.enterica serovar Typhimurium str. LT2]
KENBAJHJ_03022	CDS	381				holo-[acyl-carrier-protein] synthase, subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03023	CDS	261				putative ferredoxin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03024	CDS	927				putative LysR family transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03025	CDS	1197				putative permease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03026	CDS	918				putative ketopantoate reductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03027	CDS	849				putative ABC superfamily transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03028	CDS	894				putative aminotransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03029	CDS	1362				putative phosphotransferase system IIB components [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03030	CDS	636				putatative phosphoserine phosphatase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03031	CDS	519				putative cytosine/adenosine deaminase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03032	CDS	1545				putative periplasmic amino acid binding protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03033	CDS	3888				phosphoribosylformylglycinamidine synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03034	CDS	1386				putative sensory kinase in regulatory system [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03035	CDS	765				putative transcriptional regulator of two-component regulator protein (EBP familiiy) [Salmonella enterica subsp.enterica serovar Typhimurium str. LT2]
KENBAJHJ_03036	CDS	1338				putative transcriptional regulator of two-component regulator protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03037	CDS	339				regulatory protein (P-II) for nitrogen assimilation by glutamine synthetase (ATase) [Salmonella enterica subsp.enterica serovar Typhimurium str. LT2]
KENBAJHJ_03038	CDS	1461				putative POT family, di-/tripeptide transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03039	CDS	2145				lysine decarboxylase 1 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03040	CDS	1338				APC family lysine/cadaverine transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03041	CDS	1545				transcriptional activator of cad operon [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03042	CDS	1191				dihydropteridine reductase 2 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03043	CDS	1254				serine hydroxymethyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03044	CDS	1140				putative MFS family transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03045	CDS	1278				stationary phase inducible protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03046	CDS	639				putative periplasmic or exported protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03047	CDS	987				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03048	CDS	1014				anaerobic sulfide reductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03049	CDS	819				anaerobic sulfide reductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03050	CDS	1044				anaerobic sulfide reductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03051	CDS	879				putative hydrolase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03052	CDS	804				inositol monophosphatase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03053	CDS	732				putative rRNA methylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03054	CDS	495				hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03055	CDS	1215				putative aminotransferase class-V [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03056	CDS	387				NifU [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03057	CDS	324				putative regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03058	CDS	516				co-chaperone protein Hsc20 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03059	CDS	1851				chaperone protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03060	CDS	336				[2FE-2S] ferredoxin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03061	CDS	201				hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03062	CDS	1284				putative aminopeptidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03063	CDS	180				hypothetical protein
KENBAJHJ_03064	CDS	777				enhances serine sensitivity [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03065	CDS	669				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03066	CDS	225				hypothetical protein
KENBAJHJ_03067	CDS	843				putative sulfurtransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03068	CDS	4935				putative inner membrane lipoprotein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03069	CDS	2316				transglycosylase of penicillin-binding protein 1c [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03070	CDS	2379				putative anaerobic dimethylsulfoxide reductase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03071	CDS	630				putative anaerobic dimethylsulfoxide reductase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03072	CDS	810				putative dimethylsulfoxide reductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03073	CDS	864				putative polyferredoxin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03074	CDS	432				nucleoside diphosphate kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03075	CDS	1167				putative Fe-S-cluster redox enzyme [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03076	CDS	1005				hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03077	CDS	1119				hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03078	CDS	1275				histidine tRNA synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03079	CDS	621				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03080	CDS	1179				putative serine/threonine protein kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03081	CDS	1473				putative GTP-binding protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03082	CDS	222				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03083	CDS	2193				SinH [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03084	CDS	960				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03085	CDS	2697				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03086	CDS	2877				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03087	CDS	5844				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03088	CDS	1467				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03089	CDS	5964				hypothetical protein
KENBAJHJ_03090	CDS	1350				exonuclease VII, large subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03091	CDS	1467				IMP dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03092	CDS	1578				GMP synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03093	CDS	291				putative IS3-like transposase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03094	CDS	315				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03095	CDS	192				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03096	CDS	2214				putative diguanylate cyclase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03097	CDS	1542				exopolyphosphatase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03098	CDS	2067				polyphosphate kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03099	CDS	639				polyphosphate kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03100	CDS	1038				phosphoribosylaminoimidazole synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03101	CDS	627				uracil phosphoribosyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03102	CDS	1290				NCS2 family uracil transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03103	CDS	726				putative ATPase involved in DNA replication initiation [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03104	CDS	360				putative arsenate reductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03105	CDS	1464				putative inner membrane or exported [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03106	CDS	1068				putative PerM family permease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
